BIN,Type,Generated Full Card Number
223628,Unknown,2236284780775203
802819,Unknown,8028193597375160
932980,Unknown,9329807419317884
843697,Unknown,8436977576243886
620011,Unknown,6200110278489297
671583,Unknown,6715833114746996
730733,Unknown,7307331088310216
863151,Unknown,8631518398902340
961906,Unknown,9619065893185414
301193,Diners,30119367016976
922870,Unknown,9228701604936343
645571,Discover,6455713127506808
158380,Unknown,1583808932063602
987701,Unknown,9877012988555534
946293,Unknown,9462936186368759
654042,Discover,6540427039627921
575797,Unknown,5757975309668772
694377,Unknown,6943779863582557
415443,Unknown,4154433729956516
791309,Unknown,7913096929068888
690896,Unknown,6908963298201447
613949,Unknown,6139497901731985
163580,Unknown,1635805366620040
901452,Unknown,9014527544522495
595566,Unknown,5955661966561400
909725,Unknown,9097253384296575
411291,Visa,4112917672832251
561586,Unknown,5615863833984863
385396,Diners,38539692487011
136834,Unknown,1368341934258994
819246,Unknown,8192462080906836
665735,Unknown,6657357773800216
429207,Visa,4292077724867069
249994,Unknown,2499948990960679
189038,Unknown,1890387465951483
480800,Visa,4808008704152077
463438,Visa,4634386341667781
617222,Unknown,6172228332021628
749418,Unknown,7494185855000950
687722,Unknown,6877228507646006
547588,MasterCard,5475881098078525
236463,Unknown,2364632567023039
598358,Unknown,5983588579439399
650662,Discover,6506622143219674
453202,Visa,4532026395151386
815249,Unknown,8152490429663460
309484,Unknown,3094844495442340
676238,Unknown,6762389876055219
176606,Unknown,1766063659059182
103421,Unknown,1034219194902119
640212,Unknown,6402127477377317
121902,Unknown,1219022989350828
863023,Unknown,8630234074227679
888746,Unknown,8887460831673855
182957,Unknown,1829576688520886
741829,Unknown,7418299178527377
260401,Unknown,2604011408520959
911030,Unknown,9110308142279672
570181,Unknown,5701815005932294
763124,Unknown,7631241506619680
248875,Unknown,2488751323098432
399160,Unknown,3991606043539359
251626,Unknown,2516260749866633
245698,Unknown,2456985561973184
998857,Unknown,9988577231942234
225893,Unknown,2258935211790007
757119,Unknown,7571199352111143
205998,Unknown,2059985964095953
292316,Unknown,2923160895645329
139793,Unknown,1397935068322400
344354,Amex,344354744896153
818581,Unknown,8185810202689615
328170,Unknown,3281703704665948
512003,MasterCard,5120032601241633
367053,Diners,36705311107881
566935,Unknown,5669355273274998
144341,Unknown,1443419544743837
636970,Unknown,6369706911785450
637544,Unknown,6375441678173998
556033,MasterCard,5560334806373430
259204,Unknown,2592047255530252
588441,Unknown,5884415579128780
466465,Visa,4664653189930154
246908,Unknown,2469084428353591
695797,Unknown,6957976295350658
979243,Troy,9792436180327308
369592,Diners,36959285840089
791144,Unknown,7911444826387272
731104,Unknown,7311047839809118
248065,Unknown,2480651941313799
890851,Unknown,8908510452503661
770033,Unknown,7700331305076557
241817,Unknown,2418179809942446
942007,Unknown,9420074714074077
668799,Unknown,6687997613578888
938272,Unknown,9382723856666798
361958,Diners,36195805670608
754179,Unknown,7541792379795508
877301,Unknown,8773017684058038
544263,Unknown,5442631789282930
849970,Unknown,8499705641119119
427700,Unknown,4277006588728267
323587,Unknown,3235872720111648
477297,Unknown,4772975453865990
593464,Unknown,5934646785910992
357245,Unknown,3572451855991850
280824,Unknown,2808247589968517
185823,Unknown,1858236420699536
465587,Visa,4655874059132669
690786,Unknown,6907869181100493
741810,Unknown,7418109024414105
716271,Unknown,7162713592703509
995102,Unknown,9951021993826788
271107,Unknown,2711070668791433
612824,Unknown,6128243246340406
577902,Unknown,5779029332041876
149699,Unknown,1496994113351784
306007,Unknown,3060072807003716
698286,Unknown,6982868202785513
769834,Unknown,7698348849491415
213021,Unknown,2130218625899897
419256,Visa,4192568791692363
283109,Unknown,2831093752245102
903805,Unknown,9038056045133359
899882,Unknown,8998822892547763
839574,Unknown,8395741645979083
381942,Diners,38194222485590
791800,Unknown,7918001976859058
560505,Unknown,5605052343491608
700262,Unknown,7002621890111308
364327,Diners,36432780046124
295187,Unknown,2951874080564033
790807,Unknown,7908075049033038
800588,Unknown,8005886940561599
913776,Unknown,9137769854824488
615790,Unknown,6157905620220579
981689,Unknown,9816898509988358
770584,Unknown,7705843224012029
264330,Unknown,2643301597737662
130219,Unknown,1302191573310749
874967,Unknown,8749677251821393
767337,Unknown,7673379587184908
615249,Unknown,6152495873833744
658923,Discover,6589236519941281
768353,Unknown,7683530937050734
641822,Unknown,6418222586748429
192194,Unknown,1921945520772013
537390,Unknown,5373906658972151
756783,Unknown,7567836368837557
810281,Unknown,8102816034571958
159096,Unknown,1590966723623447
418718,Unknown,4187184629787335
191135,Unknown,1911359293103119
650632,Discover,6506328580179917
349143,Amex,349143311145067
529808,Unknown,5298082429163408
644953,Discover,6449539098176052
168113,Unknown,1681135746649509
537021,MasterCard,5370216074158102
406899,Unknown,4068999099556530
541550,MasterCard,5415509076416810
471189,Visa,4711898656205354
912291,Unknown,9122911831395302
923143,Unknown,9231438484209206
367746,Diners,36774618250724
340056,Amex,340056079394966
982810,Unknown,9828103808114906
335804,Unknown,3358044943666962
993481,Unknown,9934810763393440
744380,Unknown,7443800505573205
111438,Unknown,1114386071258684
221334,Unknown,2213345079874535
246682,Unknown,2466826675531678
782903,Unknown,7829031950351514
816006,Unknown,8160068616923752
526843,MasterCard,5268438478044305
812295,Unknown,8122955815910720
256642,Unknown,2566422174722436
436510,Visa,4365101970905295
507444,Unknown,5074448747218211
495229,Visa,4952292748969565
110131,Unknown,1101316133396002
925799,Unknown,9257996611599131
692289,Unknown,6922892622311106
380053,Diners,38005368696310
449137,Visa,4491376888165610
597344,Unknown,5973440748893945
637061,Unknown,6370616718792092
734339,Unknown,7343395065299866
686268,Unknown,6862685710887357
551320,Unknown,5513205425429750
592965,Unknown,5929652816109540
283379,Unknown,2833793641869960
753964,Unknown,7539646344804424
440813,Unknown,4408133249048675
574973,Unknown,5749739963439376
247303,Unknown,2473034203667415
955400,Unknown,9554002189997967
234616,Unknown,2346166089685445
175053,Unknown,1750539305589843
153174,Unknown,1531747660820045
656213,Unknown,6562131581747580
733384,Unknown,7333847658921442
596291,Unknown,5962910078189895
542247,Unknown,5422470021910539
424034,Unknown,4240344831150588
394579,Diners,39457997072021
305376,Diners,30537687759058
847370,Unknown,8473706308357118
430003,Visa,4300039954343099
752948,Unknown,7529484344404406
180817,Unknown,1808179322622585
701229,Unknown,7012291897718213
817687,Unknown,8176877289179344
952780,Unknown,9527800758149245
280893,Unknown,2808939173971000
247529,Unknown,2475291216189862
312053,Unknown,3120535651741138
459850,Visa,4598509319243228
983593,Unknown,9835932904676410
622353,China Union Pay,6223539511675790
130638,Unknown,1306384125090784
225878,Unknown,2258784157466764
907579,Unknown,9075792406350844
845380,Unknown,8453806332051481
514935,MasterCard,5149359111605928
259899,Unknown,2598995198400497
864844,Unknown,8648448311818941
287398,Unknown,2873982821467972
271537,Unknown,2715377960545181
483466,Unknown,4834660471557524
463840,Unknown,4638400140169372
781171,Unknown,7811717297720233
423073,Visa,4230736760197277
254957,Unknown,2549575142979887
520960,MasterCard,5209605991632123
804651,Unknown,8046519885178846
233902,Unknown,2339025138611807
431263,Visa,4312637281728391
250859,Unknown,2508599233720654
526831,MasterCard,5268319238549286
221647,Unknown,2216477797073321
948265,Unknown,9482656754532551
218072,Unknown,2180722975535568
341273,Amex,341273230686422
599782,Unknown,5997821346703565
515409,Unknown,5154093519202869
349212,Amex,349212286717718
431278,Unknown,4312788697696401
944067,Unknown,9440676930231330
411069,Visa,4110693444846658
871847,Unknown,8718474321740448
785493,Unknown,7854936424811067
743179,Unknown,7431793340448027
141140,Unknown,1411400248385174
908497,Unknown,9084971943187305
453610,Visa,4536100928749809
230594,Unknown,2305948912914184
916229,Unknown,9162294493412911
744883,Unknown,7448832361707764
967584,Unknown,9675842511178772
429537,Unknown,4295374583022877
923044,Unknown,9230441266046057
525917,Unknown,5259177554306462
868825,Unknown,8688251253749376
679927,Unknown,6799278422742964
609476,Unknown,6094763726827806
294796,Unknown,2947962475397186
170151,Unknown,1701515027360188
651148,Discover,6511483737531855
387834,Diners,38783407675777
556279,MasterCard,5562795354015206
322976,Unknown,3229766550479241
751745,Unknown,7517458568587852
948004,Unknown,9480040279029745
551925,Unknown,5519258770759428
967475,Unknown,9674759872049104
974491,Unknown,9744910973611989
694414,Unknown,6944149660318406
711369,Unknown,7113690893676745
306288,Unknown,3062880115359359
855018,Unknown,8550187836708335
902449,Unknown,9024495210102511
351153,JCB,3511535359673067
266447,Unknown,2664478141466908
474578,Unknown,4745789788316521
952387,Unknown,9523873326030020
411357,Unknown,4113570990689228
342378,Amex,342378173993665
377136,Amex,377136316137978
856265,Unknown,8562650688240319
839803,Unknown,8398030478833481
143562,Unknown,1435628285326386
285744,Unknown,2857446011303803
434941,Visa,4349417924147878
445531,Visa,4455319739557898
747027,Unknown,7470273057272172
155776,Unknown,1557761112494687
716147,Unknown,7161478039392886
268440,Unknown,2684405570320551
740974,Unknown,7409742371070245
195430,Unknown,1954301670232454
989574,Unknown,9895747649391404
526828,MasterCard,5268282072500753
741739,Unknown,7417393187408695
707124,Unknown,7071245019090187
278986,Unknown,2789865554484593
573581,Unknown,5735819176943282
971096,Unknown,9710964635008109
829573,Unknown,8295733109878511
769273,Unknown,7692737655517849
210399,Unknown,2103992932279206
752089,Unknown,7520894075199012
379390,Amex,379390152232325
437344,Visa,4373444810863380
968769,Unknown,9687690242689998
442972,Visa,4429720695424103
834963,Unknown,8349639808640166
899983,Unknown,8999836800509676
255540,Unknown,2555401024563536
347046,Amex,347046436432517
529296,MasterCard,5292967766130791
245975,Unknown,2459758795879976
249190,Unknown,2491902905704717
269711,Unknown,2697118146885908
434581,Visa,4345818199176506
384302,Diners,38430239856357
853053,Unknown,8530538676327729
767691,Unknown,7676911100276302
549661,MasterCard,5496612921891475
543462,Unknown,5434621655452721
794839,Unknown,7948397005407161
612319,Unknown,6123197479643388
135585,Unknown,1355854887834306
948824,Unknown,9488249164639369
623814,Unknown,6238140234174607
690678,Unknown,6906784925492582
136804,Unknown,1368045753522918
636373,Unknown,6363732871848656
763049,Unknown,7630491056651014
861265,Unknown,8612653405733451
510111,Unknown,5101112748541782
750876,Unknown,7508768695942458
959984,Unknown,9599847363250077
186484,Unknown,1864842497832696
169616,Unknown,1696162256573927
379480,Amex,379480782813192
501070,Unknown,5010700681113563
209706,Unknown,2097069721465384
308268,Unknown,3082689659564572
956945,Unknown,9569452512531751
545593,Unknown,5455931742575246
826737,Unknown,8267372819907548
178875,Unknown,1788753176342310
359390,JCB,3593907211976611
984950,Unknown,9849507269077688
279715,Unknown,2797154184597286
679327,Unknown,6793277491775838
120826,Unknown,1208267376451139
338637,Unknown,3386371401244027
293522,Unknown,2935224947454010
889317,Unknown,8893173528645809
406083,Unknown,4060832578508926
929172,Unknown,9291722508210707
879474,Unknown,8794743361254023
316785,Unknown,3167852244859659
408269,Visa,4082696349652657
617381,Unknown,6173813716870962
198651,Unknown,1986518894873983
271613,Unknown,2716131200542546
853834,Unknown,8538341258599466
783595,Unknown,7835954535887406
935005,Unknown,9350054249154788
706636,Unknown,7066365176191957
457682,Visa,4576829537676099
655386,Discover,6553862469348444
978439,Unknown,9784390800215280
370401,Amex,370401590485983
691836,Unknown,6918364986653645
662613,Unknown,6626130610318702
625218,China Union Pay,6252180340028261
281742,Unknown,2817429986485403
414889,Visa,4148899359505158
712256,Unknown,7122560407161441
232187,Unknown,2321876426908423
417638,Unknown,4176387864837334
150995,Unknown,1509952131193063
228249,Unknown,2282493220003783
651504,Discover,6515049255411499
848477,Unknown,8484772283720645
620962,Unknown,6209627536009272
349345,Amex,349345097118579
811021,Unknown,8110219256603765
125701,Unknown,1257016766995653
434128,Visa,4341286495809810
396021,Diners,39602110558490
577036,Unknown,5770360385269574
313798,Unknown,3137982675002530
242885,Unknown,2428850522589987
480841,Visa,4808412620032974
846196,Unknown,8461961946621705
838820,Unknown,8388201174839445
642333,Unknown,6423339930672786
573329,Unknown,5733299787988377
551604,Unknown,5516041502465005
472587,Unknown,4725876238892239
826666,Unknown,8266660778849963
658702,Discover,6587023701785883
610465,Unknown,6104654314769263
129004,Unknown,1290047123076129
702625,Unknown,7026255391137840
114554,Unknown,1145544190103619
294334,Unknown,2943342867875343
380231,Diners,38023135012131
919099,Unknown,9190993824977834
188802,Unknown,1888027100252851
762701,Unknown,7627010517266430
249015,Unknown,2490153259275401
871992,Unknown,8719921037441515
673930,Unknown,6739307238224691
173409,Unknown,1734096137140386
764520,Unknown,7645204041899499
564445,Unknown,5644457225413358
147278,Unknown,1472788526667211
713910,Unknown,7139104229525058
200403,Unknown,2004039478379739
519477,Unknown,5194778182635372
339330,Unknown,3393309890862381
232654,Unknown,2326545227931863
999858,Unknown,9998580225360467
735625,Unknown,7356251171657647
358160,JCB,3581604624085991
560367,Unknown,5603678141893920
399205,Diners,39920503109314
271189,MasterCard,2711894957633669
539641,MasterCard,5396410586500716
624982,Unknown,6249825811403671
796878,Unknown,7968787851871142
832602,Unknown,8326029842422571
438827,Visa,4388274476423363
851646,Unknown,8516461477693330
306325,Unknown,3063253792110401
984625,Unknown,9846259825241704
632013,Unknown,6320138835323899
798716,Unknown,7987169092400475
918275,Unknown,9182758350147535
267235,Unknown,2672350855401482
332000,Unknown,3320009786824171
846696,Unknown,8466961493683727
268629,Unknown,2686299514432698
124159,Unknown,1241598153462173
585058,Unknown,5850583135102912
586536,Unknown,5865367591587295
186234,Unknown,1862346862687586
108724,Unknown,1087246473292535
345385,Amex,345385736581379
210041,Unknown,2100411743550777
452603,Visa,4526038675938657
216710,Unknown,2167104322510860
631964,Unknown,6319645465628279
244505,Unknown,2445051792178373
412589,Visa,4125899080178091
617923,Unknown,6179232613165295
361733,Diners,36173302061291
475521,Visa,4755210673009116
921508,Unknown,9215082407331437
160628,Unknown,1606285116276848
793980,Unknown,7939807327064847
397047,Diners,39704706061586
396622,Diners,39662205888380
366936,Diners,36693626264607
129792,Unknown,1297923439097536
610784,Unknown,6107844214045542
799715,Unknown,7997158836848469
311900,Unknown,3119005077304547
788304,Unknown,7883041193331587
327750,Unknown,3277508389471167
907393,Unknown,9073939883571926
167988,Unknown,1679889650229819
681186,Unknown,6811865520323469
252057,Unknown,2520571397084754
744490,Unknown,7444903285779748
983934,Unknown,9839344064906951
772458,Unknown,7724586451586295
373890,Amex,373890937994865
475057,Unknown,4750578903885887
240739,Unknown,2407394364691569
380743,Diners,38074389913314
556512,Unknown,5565125012804267
626500,Unknown,6265005264078736
746403,Unknown,7464030738226346
930229,Unknown,9302295221380041
627349,Unknown,6273492564308158
848335,Unknown,8483355291045622
733283,Unknown,7332831257530918
426259,Unknown,4262593391837671
248952,Unknown,2489521870147972
399375,Diners,39937575034863
822046,Unknown,8220462967730374
659023,Discover,6590235753534739
756370,Unknown,7563704940943002
541611,MasterCard,5416119016013429
679316,Unknown,6793165740458636
183272,Unknown,1832723934476470
932572,Unknown,9325726890628123
776416,Unknown,7764168319790870
631670,Unknown,6316707339740533
116750,Unknown,1167501619252944
646889,Discover,6468893796353962
479832,Unknown,4798322887640030
148949,Unknown,1489498189532939
573924,Unknown,5739249715527360
389763,Diners,38976353509628
241428,Unknown,2414286940894062
529914,MasterCard,5299142900910455
557117,Unknown,5571178448360813
577755,Error,
848069,Unknown,8480690690375247
257939,Unknown,2579392186304613
586490,Unknown,5864903457426092
634521,Unknown,6345214193780596
385388,Diners,38538817153271
971797,Unknown,9717974445122068
239794,Unknown,2397941343732371
262460,Unknown,2624601382422087
705270,Unknown,7052705874288363
596594,Unknown,5965947818865324
927468,Unknown,9274684006584003
702551,Unknown,7025510007060608
985996,Unknown,9859963825498705
994289,Unknown,9942899835932126
929280,Unknown,9292801111772068
905941,Unknown,9059417461674608
140945,Unknown,1409459225152939
193112,Unknown,1931129517011072
548917,Unknown,5489175268757306
730087,Unknown,7300871875224896
112907,Unknown,1129070554880677
963270,Unknown,9632701402353201
806297,Unknown,8062971737407469
839839,Unknown,8398391696173066
325709,Unknown,3257093474551109
237351,Unknown,2373519704948834
407863,Visa,4078630304204265
571654,Unknown,5716549243775285
755538,Unknown,7555386373636553
147172,Unknown,1471724036864450
438657,Unknown,4386574086557816
274380,Unknown,2743809099786776
108847,Unknown,1088477454618956
824965,Unknown,8249655779818705
352304,JCB,3523041594453987
424538,Unknown,4245389751880266
639966,Unknown,6399665182986576
719628,Unknown,7196284346674142
947099,Unknown,9470999722436560
255807,Unknown,2558072677436111
999940,Unknown,9999408006718917
658757,Discover,6587579682161490
327668,Unknown,3276687940669791
775906,Unknown,7759064538116771
372779,Amex,372779298046018
556201,MasterCard,5562014632357977
338128,Unknown,3381281241608038
872052,Unknown,8720524537692422
619994,Unknown,6199940202138543
577120,Unknown,5771203677319988
984861,Unknown,9848615000088440
881676,Unknown,8816762670033612
292804,Unknown,2928047691414833
639928,Unknown,6399281216842524
781824,Unknown,7818248118771312
552568,MasterCard,5525689846251625
164616,Unknown,1646161905837037
885237,Unknown,8852378900829118
172076,Unknown,1720765270655608
795924,Unknown,7959247897584328
334968,Unknown,3349683265924228
332435,Unknown,3324354641601088
198603,Unknown,1986035396040658
179774,Unknown,1797741399657012
465693,Visa,4656930317496181
284881,Unknown,2848817159016612
972831,Unknown,9728316809059062
998222,Unknown,9982222977856729
570967,Unknown,5709678385601244
370018,Amex,370018598899141
372251,Amex,372251790867994
718497,Unknown,7184975540910022
109406,Unknown,1094066290762662
251569,Unknown,2515690187952184
663558,Unknown,6635584582760014
167453,Unknown,1674539929935186
862566,Unknown,8625661133525285
642910,Unknown,6429109732313584
604521,Unknown,6045215921647284
366256,Diners,36625605237675
120667,Unknown,1206674404161743
207287,Unknown,2072876305831375
842866,Unknown,8428662141888451
582046,Unknown,5820461812251025
511133,Unknown,5111332632767728
182576,Unknown,1825765527353505
139296,Unknown,1392969276632892
120156,Unknown,1201560501295900
628130,Unknown,6281307658718806
379176,Amex,379176237164485
273160,Unknown,2731601056605200
975972,Unknown,9759726462328190
603976,Unknown,6039768754721333
637928,Unknown,6379283710087950
554720,MasterCard,5547204278971310
463544,Unknown,4635442926270102
979961,Unknown,9799613402189360
452994,Visa,4529946398114262
162473,Unknown,1624739894424821
963992,Unknown,9639920577389557
446667,Unknown,4466670850662888
899041,Unknown,8990415874553329
886560,Unknown,8865604369945892
142530,Unknown,1425304224571760
940228,Unknown,9402281435092640
860133,Unknown,8601330642787985
355448,JCB,3554485547088267
133331,Unknown,1333311859977376
707869,Unknown,7078697708282779
717127,Unknown,7171279481129969
381325,Diners,38132502161673
564192,Unknown,5641922201283009
312752,Unknown,3127526979493183
983394,Unknown,9833942220539483
536769,Unknown,5367698907183212
742409,Unknown,7424091810294454
629619,Unknown,6296197001620981
123306,Unknown,1233065156091629
252593,Unknown,2525937890839560
277137,Unknown,2771379613047845
856702,Unknown,8567028067014799
818204,Unknown,8182042173805839
271396,Unknown,2713965960018155
589075,Unknown,5890754205431336
488920,Visa,4889207436473826
570345,Unknown,5703451368712023
138023,Unknown,1380238089847622
635159,Unknown,6351594357709105
196696,Unknown,1966965506737799
199236,Unknown,1992364219766589
646652,Discover,6466528004836739
755675,Unknown,7556756953423754
809702,Unknown,8097027850350779
764758,Unknown,7647587770885759
622479,China Union Pay,6224791276031230
489844,Visa,4898445854955929
750758,Unknown,7507586113252420
845118,Unknown,8451182297222768
507824,Unknown,5078242635782154
205707,Unknown,2057079884668838
862631,Unknown,8626319916684496
541339,MasterCard,5413398028675944
922430,Unknown,9224300687703218
533665,MasterCard,5336653080174991
234707,Unknown,2347073720049131
600778,Unknown,6007783992961623
426381,Visa,4263815544251448
949276,Unknown,9492765368940440
483136,Unknown,4831360152573921
291007,Unknown,2910079707406218
355698,JCB,3556989509237267
285047,Unknown,2850472948920637
824483,Unknown,8244839240787746
658772,Discover,6587729900747822
747114,Unknown,7471146252173755
626532,Unknown,6265324040299347
623602,Unknown,6236026740338046
409787,Visa,4097876612038656
532155,Unknown,5321555820880942
236589,Unknown,2365898867710070
541577,MasterCard,5415778918800467
628830,Unknown,6288308710623349
620848,Unknown,6208480962259562
129429,Unknown,1294295035538885
352408,JCB,3524087727181388
813036,Unknown,8130367781000829
301473,Diners,30147396935975
208074,Unknown,2080744418415812
122514,Unknown,1225141673076710
563805,Unknown,5638059788090563
865176,Unknown,8651767797407828
211918,Unknown,2119188648879774
270879,Unknown,2708792347689076
377363,Amex,377363696956379
141741,Unknown,1417411672965841
838173,Unknown,8381737197772998
717074,Unknown,7170744151767984
827884,Unknown,8278843060580817
727705,Unknown,7277053094336699
977225,Unknown,9772251034169460
443497,Unknown,4434977840630023
758279,Unknown,7582791657331015
227217,Unknown,2272170433992008
643283,Unknown,6432835737705709
452108,Unknown,4521083673983614
198376,Unknown,1983762667815667
294709,Unknown,2947095971364054
424164,Unknown,4241646148044047
988254,Unknown,9882540644761279
465399,Visa,4653992685036158
656477,Unknown,6564771202265161
747600,Unknown,7476007045547337
847670,Unknown,8476706126742369
299898,Unknown,2998985547356900
441084,Visa,4410840368400188
224222,Unknown,2242227780132719
459560,Visa,4595607191117326
274205,Unknown,2742052993138748
441290,Visa,4412901406338992
529041,MasterCard,5290417454070944
776300,Unknown,7763002297034255
383254,Diners,38325466137118
287027,Unknown,2870277239241267
305206,Diners,30520669033695
300586,Diners,30058699360981
464162,Unknown,4641624986997061
132186,Unknown,1321869876669731
415475,Unknown,4154756854694352
762449,Unknown,7624498286047314
758886,Unknown,7588862308727729
400878,Unknown,4008782844344310
215417,Unknown,2154172004075807
924726,Unknown,9247260631290583
504972,Unknown,5049727791577262
303559,Diners,30355997768113
406026,Unknown,4060267031783726
339074,Unknown,3390741529847086
806797,Unknown,8067971969659285
987952,Unknown,9879524577307866
963880,Unknown,9638803686454539
757247,Unknown,7572476181321298
752508,Unknown,7525080711856066
601005,Unknown,6010057141081206
341502,Amex,341502672375497
129309,Unknown,1293093445920106
262038,Unknown,2620384136856243
155839,Unknown,1558391215703799
280002,Unknown,2800027207722621
114217,Unknown,1142174962110883
174298,Unknown,1742981673306708
454078,Unknown,4540787118086220
694510,Unknown,6945107329501753
618805,Unknown,6188054206921056
262720,Unknown,2627207246002651
685448,Unknown,6854484492515096
689380,Unknown,6893800252430087
344965,Amex,344965496406012
287535,Unknown,2875351514469312
767930,Unknown,7679308136913073
261090,Unknown,2610901625896793
922022,Unknown,9220228240592556
128158,Unknown,1281580614990048
607968,Unknown,6079680552496026
319264,Unknown,3192645917995734
299332,Unknown,2993323385602987
701813,Unknown,7018139054285026
561868,Unknown,5618682193335174
897904,Unknown,8979044838011474
778619,Unknown,7786199727823198
444005,Visa,4440055634038317
301739,Diners,30173941292113
545986,MasterCard,5459863714317099
751872,Unknown,7518726904420495
158554,Unknown,1585542485024135
579177,Unknown,5791770745634398
171435,Unknown,1714358594016310
555893,Unknown,5558935258055901
702117,Unknown,7021174502585762
177257,Unknown,1772570795381195
147064,Unknown,1470649351036252
754091,Unknown,7540918904602685
355862,JCB,3558627812628592
856031,Unknown,8560319412869054
490792,Visa,4907927308513216
889879,Unknown,8898793985990852
717825,Unknown,7178259056158538
684793,Unknown,6847933399982724
421740,Visa,4217404207713088
747728,Unknown,7477284378926503
488144,Visa,4881444697489736
163617,Unknown,1636179747869540
720351,Unknown,7203519774561654
255949,Unknown,2559494333726762
475021,Unknown,4750219822033631
882597,Unknown,8825971254374908
379669,Amex,379669688498513
188144,Unknown,1881443800808064
838533,Unknown,8385335669869540
800630,Unknown,8006306918599856
408934,Visa,4089349335442665
444499,Visa,4444991336619697
149288,Unknown,1492883002672603
962489,Unknown,9624894074752918
817636,Unknown,8176362219876047
578635,Unknown,5786351933571997
445030,Visa,4450303926233883
359405,JCB,3594054887895923
820228,Unknown,8202289362524920
354471,JCB,3544717175952426
619632,Unknown,6196324263411107
488910,Visa,4889102662842743
761696,Unknown,7616961003634575
452788,Visa,4527885704591425
429483,Visa,4294834178147005
424643,Unknown,4246434502830330
447770,Unknown,4477709531093406
422689,Unknown,4226894915052528
897645,Unknown,8976455525869143
197242,Unknown,1972424368777379
624910,Unknown,6249107854015430
415097,Unknown,4150979984796745
655631,China Union Pay,6556318210912182
963643,Unknown,9636438196728605
317934,Unknown,3179345366475885
331313,Unknown,3313130610793995
848398,Unknown,8483986019347990
428646,Visa,4286466885419030
840212,Unknown,8402120258470039
919955,Unknown,9199556629669114
732440,Unknown,7324406690187540
144652,Unknown,1446525831880486
552617,MasterCard,5526172406282747
457907,Visa,4579077748604764
324630,Unknown,3246306944017373
462272,Unknown,4622721656429823
682286,Unknown,6822865618866035
368309,Diners,36830930086642
321883,Unknown,3218836298615147
234162,Unknown,2341628333837525
586941,Unknown,5869410639078953
292235,Unknown,2922359603976501
383375,Diners,38337547982297
618289,Unknown,6182891161183271
388667,Diners,38866706835630
498789,Visa,4987890441318178
106613,Unknown,1066134339023459
720396,Unknown,7203960036630344
159364,Unknown,1593643556281745
564259,Unknown,5642596637491242
989481,Unknown,9894818446315810
590448,Unknown,5904487537078369
130172,Unknown,1301728714378422
340971,Amex,340971029747050
615480,Unknown,6154805355215225
946497,Unknown,9464976838737902
137165,Unknown,1371656569034165
528140,Unknown,5281403666630731
364654,Diners,36465420265405
633278,Unknown,6332787858285632
421060,Unknown,4210602861936666
584641,Unknown,5846413650333358
862694,Unknown,8626942371062462
184860,Unknown,1848608238146775
936847,Unknown,9368473114180596
447390,Unknown,4473908646702161
369343,Diners,36934340297900
965854,Unknown,9658545679677796
840966,Unknown,8409662881968335
585286,Unknown,5852860930237848
267455,Unknown,2674554002258428
629923,Unknown,6299234666855773
370945,Amex,370945159740007
598697,Unknown,5986971167440829
817769,Unknown,8177693701240405
540082,MasterCard,5400822501457144
852884,Unknown,8528840347129363
682091,Unknown,6820916986224949
956018,Unknown,9560188643174798
890495,Unknown,8904959734283579
258777,Unknown,2587772656828918
543960,MasterCard,5439603760241128
611902,Unknown,6119021623416600
704755,Unknown,7047552031425948
297462,Unknown,2974621966724047
211578,Unknown,2115780580413718
456716,Unknown,4567168257386242
821765,Unknown,8217656298530825
763515,Unknown,7635150853269168
723141,Unknown,7231414553849044
679794,Unknown,6797940681628836
591073,Unknown,5910735557148564
458012,Visa,4580125793975811
302872,Diners,30287275617121
932072,Unknown,9320725035881446
257976,Unknown,2579766317551108
748789,Unknown,7487892843839226
859535,Unknown,8595354830289720
699134,Unknown,6991347900552621
613316,Unknown,6133168305561559
159855,Unknown,1598557845898134
626517,Unknown,6265174281327746
417360,Visa,4173609037116948
442903,Unknown,4429030281793728
635697,Unknown,6356978833780271
168918,Unknown,1689181198267153
501890,Unknown,5018903760870664
259367,Unknown,2593673923400357
382802,Diners,38280273470684
763955,Unknown,7639554922406050
965941,Unknown,9659419608373606
290211,Unknown,2902111198418847
204017,Unknown,2040173302545253
761729,Unknown,7617297766537044
671401,Unknown,6714013261122631
953656,Unknown,9536563668041134
411708,Unknown,4117086167692588
222941,Unknown,2229415119210191
174986,Unknown,1749866086708506
506352,Unknown,5063524455042655
678045,Unknown,6780457632390751
406741,Unknown,4067414926318971
921043,Unknown,9210432354500278
434940,Visa,4349404496752898
609369,Unknown,6093699535003091
372639,Amex,372639425940507
695288,Unknown,6952881024807407
324026,Unknown,3240267922316760
324524,Unknown,3245244769304966
841046,Unknown,8410469257500426
387330,Diners,38733020253683
130121,Unknown,1301213282956242
722932,Unknown,7229320131643782
860486,Unknown,8604867546635665
238912,Unknown,2389122629045072
291089,Unknown,2910894089497685
617201,Unknown,6172015000987228
728131,Unknown,7281314737978076
460835,Unknown,4608359169052098
277016,Unknown,2770165171664173
313918,Unknown,3139185664313783
960788,Unknown,9607889087587192
618528,Unknown,6185284600704652
715305,Unknown,7153054647749627
375929,Amex,375929644478927
774313,Unknown,7743137852170618
642848,Unknown,6428485883504784
188151,Unknown,1881518644635788
